date,direction,entry_time,entry_price,exit_time,exit_price,return
2025-07-13,short,09:30:00,276.5,15:15:00,276.5,0.0
2025-07-13,short,09:30:00,276.5,15:15:00,276.5,0.0
2025-07-13,short,09:30:00,276.5,15:15:00,277.0000000000001,-0.0018083182640148
2025-07-13,short,09:30:00,276.5,15:15:00,275.9999999999999,0.0018083182640148
2025-07-13,short,09:30:00,276.5,15:15:00,275.79999999999984,0.0025316455696208287
